Date,Open,High,Low,Close,Volume,Adj Close
2015-05-15,129.07,129.49,128.21,128.77,38208034,118.9783
2015-05-18,128.38,130.72,128.36,130.19,50882918,120.2903
2015-05-19,130.69,130.88,129.64,130.07,44633240,120.1795
2015-05-20,130.0,130.98,129.34,130.06,36454932,120.1702
2015-05-21,130.07,131.63,129.83,131.39,39730364,121.3991
2015-05-22,131.6,132.97,131.4,132.54,45595972,122.4617
2015-05-26,132.6,132.91,129.12,129.62,70697560,119.7637
2015-05-27,130.34,132.26,130.05,132.045,45833246,122.0043
2015-05-28,131.86,131.95,131.1,131.78,30733309,121.7594
2015-05-29,131.23,131.45,129.9,130.28,50884452,120.3735
2015-06-01,131.2,131.39,130.05,130.535,32112797,120.6091
2015-06-02,129.86,130.655,129.32,129.96,33667627,120.0778
2015-06-03,130.66,130.94,129.9,130.12,30983542,120.2257
2015-06-04,129.58,130.58,128.91,129.36,38450118,119.5235
2015-06-05,129.5,129.69,128.36,128.65,35626800,118.8674
2015-06-08,128.9,129.21,126.83,127.8,52674786,118.0821
2015-06-09,126.7,128.08,125.62,127.42,56075420,117.731
2015-06-10,127.92,129.34,127.85,128.88,39087250,119.08
2015-06-11,129.18,130.18,128.475,128.59,35390887,118.812
2015-06-12,128.185,128.33,127.11,127.17,36886246,117.5
2015-06-15,126.1,127.24,125.71,126.92,43988946,117.269
2015-06-16,127.03,127.85,126.37,127.6,31494131,117.8973
2015-06-17,127.72,127.88,126.74,127.3,32918071,117.6201
2015-06-18,127.23,128.31,127.22,127.88,35407220,118.156
2015-06-19,127.71,127.82,126.4,126.6,54716887,116.9733
2015-06-22,127.49,128.06,127.08,127.61,34039345,117.9065
2015-06-23,127.48,127.61,126.8792,127.03,30268863,117.3706
2015-06-24,127.21,129.8,127.12,128.11,55280855,118.3685
2015-06-25,128.86,129.2,127.5,127.5,31938100,117.8049
2015-06-26,127.67,127.99,126.51,126.75,44066841,117.1119
2015-06-29,125.46,126.47,124.48,124.53,49161427,115.0607
2015-06-30,125.57,126.12,124.86,125.425,44370682,115.8877
2015-07-01,126.9,126.94,125.99,126.6,30238811,116.9733
2015-07-02,126.43,126.69,125.77,126.44,27210952,116.8255
2015-07-06,124.94,126.23,124.85,126.0,28060431,116.419
2015-07-07,125.89,126.15,123.77,125.69,46946811,116.1325
2015-07-08,124.48,124.64,122.54,122.57,60761614,113.2498
2015-07-09,123.85,124.06,119.22,120.07,78595038,110.9399
2015-07-10,121.94,123.85,121.21,123.28,61354474,113.9058
2015-07-13,125.03,125.755,124.32,125.66,41440538,116.1048
2015-07-14,126.04,126.37,125.04,125.61,31768139,116.0586
2015-07-15,125.72,127.15,125.58,126.82,33649200,117.1766
2015-07-16,127.74,128.57,127.35,128.51,36222447,118.7381
2015-07-17,129.08,129.62,128.31,129.62,46164710,119.7637
2015-07-20,130.97,132.97,130.7,132.07,58900203,122.0274
2015-07-21,132.85,132.92,130.32,130.75,76756427,120.8078
2015-07-22,121.99,125.5,121.99,125.22,115450607,115.6983
2015-07-23,126.2,127.09,125.06,125.16,50999452,115.6428
2015-07-24,125.32,125.74,123.9,124.5,42162332,115.033
2015-07-27,123.09,123.61,122.12,122.77,44455540,113.4346
2015-07-28,123.38,123.91,122.55,123.38,33618097,113.9982
2015-07-29,123.15,123.5,122.27,122.99,37011653,113.6378
2015-07-30,122.32,122.5699,121.71,122.37,33628268,113.065
2015-07-31,122.6,122.6425,120.91,121.3,42884953,112.0763
2015-08-03,121.5,122.57,117.52,118.44,69975968,109.4338
2015-08-04,117.42,117.7,113.25,114.64,124138623,105.9228
2015-08-05,112.95,117.44,112.1,115.4,98384461,106.625
